Date,Time,Humidity,Air Temp,Water Temp,Color Temp,LUX,pH
11/28/2013,11:4:50,43,69,77,3711,29991,60
11/28/2013,11:6:54,41,69,77,3712,30010,60
11/28/2013,11:7:57,41,69,77,3711,30015,60
11/28/2013,11:11:4,41,69,77,3712,30004,60
11/28/2013,11:12:6,41,69,77,3713,30017,60
11/28/2013,11:13:9,40,69,77,3713,30017,60
11/28/2013,11:16:16,40,69,77,3713,30013,60
11/28/2013,11:18:21,44,69,77,3714,30011,60
11/28/2013,11:20:25,40,69,77,3713,30013,60
11/28/2013,11:23:32,42,69,77,3714,29999,60
11/28/2013,11:25:37,41,69,77,3713,29995,60
11/28/2013,11:26:39,40,69,77,3713,29988,60
11/28/2013,11:29:47,41,69,77,3712,29975,60
11/28/2013,11:32:54,41,69,77,3712,29969,60
11/28/2013,11:33:56,41,69,75,3712,29969,60
11/28/2013,11:36:1,41,69,75,3712,29964,60
11/28/2013,11:37:3,41,69,75,3712,29956,60
